city,exp,industry,list_2012,list_2013,list_2014,list_2015,list_2016,list_2017,list_2018,list_2019,list_2020,list_2021,unit
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,采矿业城镇单位就业人员工资总额,84.95,95.26,75.63,67.25,62.50,60.87,67.70,46.64,45.87,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,制造业城镇单位就业人员工资总额,256.80,299.90,310.59,314.58,331.11,345.05,383.71,316.59,320.56,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,电力、燃气及水的生产和供应业城镇单位就业人员工资总额,51.12,65.97,70.72,77.89,83.31,89.48,97.44,125.57,126.11,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,建筑业城镇单位就业人员工资总额,176.99,225.28,233.30,248.38,279.15,309.12,343.80,224.22,209.06,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,交通运输、仓储和邮政业城镇单位就业人员工资总额,67.48,89.22,100.66,112.91,122.55,142.74,152.33,164.05,160.92,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,信息传输、计算机服务和软件业城镇单位就业人员工资总额,20.43,37.15,33.75,36.54,37.54,41.43,41.69,49.00,56.11,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,批发和零售业城镇单位就业人员工资总额,81.45,98.95,108.08,111.93,122.15,128.61,139.03,115.80,119.45,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,住宿和餐饮业城镇单位就业人员工资总额,19.67,25.56,25.35,26.42,27.69,29.51,31.36,23.73,21.09,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,金融业城镇单位就业人员工资总额,87.13,101.95,109.25,116.40,124.26,136.04,142.64,163.25,162.87,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,房地产业城镇单位就业人员工资总额,23.91,38.06,47.54,49.74,54.88,61.79,75.68,66.48,70.91,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,租赁和商务服务业城镇单位就业人员工资总额,20.59,32.74,34.06,37.59,44.19,49.87,57.32,64.20,65.08,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,科学研究、技术服务和地质勘查业城镇单位就业人员工资总额,33.70,44.77,53.66,65.12,76.98,87.70,93.04,97.12,107.82,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,水利、环境和公共设施管理业城镇单位就业人员工资总额,15.24,23.53,24.90,28.96,34.28,37.51,39.99,34.72,38.46,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,居民服务和其他服务业城镇单位就业人员工资总额,2.11,4.06,4.65,5.08,6.00,7.01,11.08,6.98,6.47,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,教育城镇单位就业人员工资总额,218.18,261.75,293.32,369.15,456.27,551.16,608.67,616.07,697.03,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,卫生、社会保障和社会福利业城镇单位就业人员工资总额,79.08,100.31,122.18,149.20,184.37,220.82,243.86,278.07,331.99,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,文化、体育和娱乐业城镇单位就业人员工资总额,12.08,14.43,15.53,19.49,22.99,28.13,31.63,32.13,34.62,,亿元
云南省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,公共管理和社会组织城镇单位就业人员工资总额,183.65,210.44,229.29,293.78,398.17,516.81,598.14,700.19,697.14,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,城镇单位就业人员工资总额,1093.09,1387.05,1589.59,1804.20,2022.59,2235.53,2391.53,2635.77,2937.20,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,农、林、牧、渔业城镇单位就业人员工资总额,4.99,5.25,5.92,5.45,5.77,5.98,4.42,3.56,5.18,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,采矿业城镇单位就业人员工资总额,76.74,84.39,89.50,78.68,68.99,74.72,73.26,82.49,90.68,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,制造业城镇单位就业人员工资总额,170.83,199.80,210.60,221.21,232.81,236.39,233.62,231.18,244.49,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,电力、燃气及水的生产和供应业城镇单位就业人员工资总额,49.73,87.66,92.29,93.87,102.29,84.80,93.99,104.76,113.20,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,建筑业城镇单位就业人员工资总额,123.51,164.24,184.70,190.38,227.37,250.70,270.33,307.07,313.33,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,交通运输、仓储和邮政业城镇单位就业人员工资总额,42.48,58.61,65.18,74.96,83.76,91.07,101.82,118.80,124.24,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,信息传输、计算机服务和软件业城镇单位就业人员工资总额,12.95,21.30,24.95,26.38,28.42,34.44,37.07,41.98,51.40,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,批发和零售业城镇单位就业人员工资总额,54.77,62.18,69.20,71.11,74.37,80.38,85.13,87.03,98.18,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,住宿和餐饮业城镇单位就业人员工资总额,9.72,11.98,13.33,10.75,11.17,11.68,11.41,12.54,12.01,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,金融业城镇单位就业人员工资总额,58.91,80.43,97.09,104.90,115.47,127.64,126.92,185.95,185.91,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,房地产业城镇单位就业人员工资总额,17.56,27.28,34.57,40.19,46.43,51.16,56.53,69.03,78.74,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,租赁和商务服务业城镇单位就业人员工资总额,8.76,16.37,20.30,22.05,25.27,36.09,39.87,50.61,46.48,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,科学研究、技术服务和地质勘查业城镇单位就业人员工资总额,21.02,29.71,42.56,47.81,52.48,56.84,58.83,45.91,57.36,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,水利、环境和公共设施管理业城镇单位就业人员工资总额,11.26,12.75,15.48,17.76,20.03,23.75,23.47,21.70,27.68,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,居民服务和其他服务业城镇单位就业人员工资总额,2.72,3.70,4.36,4.36,5.02,6.48,6.21,7.41,7.40,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,教育城镇单位就业人员工资总额,184.58,220.53,265.03,340.87,390.69,430.02,463.87,468.75,534.39,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,卫生、社会保障和社会福利业城镇单位就业人员工资总额,62.81,86.27,104.97,131.65,147.85,182.65,187.79,225.14,286.43,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,文化、体育和娱乐业城镇单位就业人员工资总额,5.88,8.15,9.75,11.85,15.29,18.31,20.65,19.74,20.95,,亿元
贵州省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,公共管理和社会组织城镇单位就业人员工资总额,173.87,206.45,239.81,309.98,369.11,432.42,496.33,552.11,639.14,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,城镇单位就业人员工资总额,2699.78,4003.47,4242.97,4643.53,4946.33,5387.26,5960.54,6492.79,7471.06,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,农、林、牧、渔业城镇单位就业人员工资总额,12.87,12.94,12.78,13.84,14.77,14.19,13.45,8.82,15.56,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,采矿业城镇单位就业人员工资总额,126.30,118.72,146.21,125.31,117.59,127.75,123.57,130.67,142.41,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,制造业城镇单位就业人员工资总额,533.31,916.64,864.81,842.36,838.90,872.94,879.98,913.16,1076.87,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,电力、燃气及水的生产和供应业城镇单位就业人员工资总额,89.18,185.37,200.89,209.20,201.65,200.04,220.79,228.46,267.37,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,建筑业城镇单位就业人员工资总额,352.64,624.73,643.15,671.98,693.34,679.31,844.09,867.84,922.20,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,交通运输、仓储和邮政业城镇单位就业人员工资总额,124.34,224.70,246.02,267.39,276.93,295.31,315.54,311.62,334.13,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,信息传输、计算机服务和软件业城镇单位就业人员工资总额,33.43,109.31,124.48,154.91,163.69,189.28,213.67,246.79,301.13,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,批发和零售业城镇单位就业人员工资总额,70.01,138.46,147.26,154.20,157.43,169.38,181.57,204.71,240.19,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,住宿和餐饮业城镇单位就业人员工资总额,22.26,38.25,38.64,39.04,36.83,36.48,38.75,53.22,63.46,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,金融业城镇单位就业人员工资总额,158.34,182.49,199.41,215.77,255.15,285.45,305.32,317.18,378.62,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,房地产业城镇单位就业人员工资总额,27.55,70.65,86.60,96.69,113.70,126.85,144.93,177.91,217.77,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,租赁和商务服务业城镇单位就业人员工资总额,24.72,58.53,61.79,74.25,84.59,98.42,106.53,141.98,169.19,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,科学研究、技术服务和地质勘查业城镇单位就业人员工资总额,107.76,150.34,165.59,179.19,189.51,216.90,252.57,201.57,259.64,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,水利、环境和公共设施管理业城镇单位就业人员工资总额,30.20,40.88,48.36,51.83,56.77,61.95,63.17,61.11,68.40,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,居民服务和其他服务业城镇单位就业人员工资总额,3.62,6.16,6.80,8.46,10.50,12.54,8.89,14.37,17.57,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,教育城镇单位就业人员工资总额,394.81,444.12,491.69,596.13,653.14,724.17,792.86,931.74,1091.55,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,卫生、社会保障和社会福利业城镇单位就业人员工资总额,206.29,247.88,279.96,335.01,386.64,448.70,499.18,612.90,684.09,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,文化、体育和娱乐业城镇单位就业人员工资总额,19.49,27.88,32.37,35.56,38.32,44.71,44.36,47.00,52.80,,亿元
四川省,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,公共管理和社会组织城镇单位就业人员工资总额,362.65,405.39,446.16,572.40,656.88,782.89,911.31,1021.75,1168.10,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,城镇单位就业人员工资总额,1533.58,1960.30,2258.64,2493.39,2665.05,2834.06,3064.30,3200.13,3416.44,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,农、林、牧、渔业城镇单位就业人员工资总额,4.34,3.97,4.48,4.82,5.15,6.22,4.36,3.89,2.54,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,采矿业城镇单位就业人员工资总额,43.78,45.60,44.65,38.98,31.69,24.55,33.40,23.20,23.18,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,制造业城镇单位就业人员工资总额,322.83,401.47,469.88,526.20,553.25,544.54,559.98,491.39,529.80,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,电力、燃气及水的生产和供应业城镇单位就业人员工资总额,47.23,49.68,49.63,50.82,51.12,53.85,53.04,57.56,61.20,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,建筑业城镇单位就业人员工资总额,290.67,428.04,458.34,480.55,498.56,512.46,520.08,475.61,438.02,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,交通运输、仓储和邮政业城镇单位就业人员工资总额,74.31,141.12,151.45,162.62,168.12,186.15,177.26,190.42,191.16,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,信息传输、计算机服务和软件业城镇单位就业人员工资总额,27.70,36.08,39.58,43.59,45.97,53.03,59.18,61.81,77.64,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,批发和零售业城镇单位就业人员工资总额,77.26,96.95,107.93,116.23,115.35,115.93,129.93,166.29,146.34,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,住宿和餐饮业城镇单位就业人员工资总额,19.76,22.16,23.49,22.92,23.71,23.64,24.90,21.70,18.65,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,金融业城镇单位就业人员工资总额,111.71,123.12,146.10,153.21,173.42,173.55,187.22,260.88,358.45,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,房地产业城镇单位就业人员工资总额,35.24,49.32,67.45,74.44,83.23,91.86,107.85,111.97,123.82,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,租赁和商务服务业城镇单位就业人员工资总额,20.05,39.11,46.83,53.16,57.78,63.30,68.79,83.34,74.56,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,科学研究、技术服务和地质勘查业城镇单位就业人员工资总额,40.17,49.98,63.32,68.87,74.93,82.42,93.70,96.44,102.80,,亿元
重庆市,工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。,水利、环境和公共设施管理业城镇单位就业人员工资总额,13.63,16.82,21.26,26.50,31.02,34.79,36.51,28.75,28.92,,亿元
